Date,BTC-USD,ETH-USD,VUS.TO,GME,AMC,AMZN,WMT,NVDA,AMD,AAPL,MSFT,DIS,PYPL
2018-08-17,6423.759765625,295.81201171875,56.43000030517578,15.61,18.52,1950.82,101.49,63.436,20.52,55.397,109.57,113.56,89.56
2018-08-20,6488.759765625,281.9440002441406,56.56999969482422,16.38,18.69,1919.53,98.0,63.25,20.24,54.968,110.37,115.78,87.82
2018-08-21,6376.7099609375,271.34100341796875,56.77000045776367,17.25,19.63,1943.0,98.08,64.05,20.9,54.24,106.66,117.48,88.95
2018-08-22,6534.8798828125,277.10400390625,56.7599983215332,17.11,19.0,1929.6,97.26,65.916,21.7,55.2959,111.99,114.72,90.96
2018-08-23,6719.9599609375,282.9670104980469,56.630001068115234,17.24,19.9,1984.5,95.83,67.52,22.82,55.4653,110.77,112.0,87.82
2018-08-24,6763.18994140625,279.64599609375,57.0099983215332,16.76,19.51,1927.46,97.72,70.905,24.32,55.19,111.5,112.73,91.2
2018-08-27,7096.27978515625,296.4989929199219,57.380001068115234,14.98,18.7,1987.66,98.69,69.996,25.33,55.706,111.4,113.02,91.07
2018-08-28,7047.16015625,289.31201171875,57.400001525878906,14.59,19.82,1939.16,99.67,70.242,25.45,56.372,112.94,116.13,92.31
2018-08-29,6978.22998046875,284.1050109863281,57.70000076293945,14.55,19.33,2049.0,97.25,71.2144,25.5,58.208,115.92,115.59,95.13
2018-08-30,7037.580078125,283.0039978027344,57.47999954223633,14.09,19.0,2050.81,96.6,72.2425,25.5,56.7872,115.94,114.48,95.6
2018-08-31,7193.25,295.34100341796875,57.54999923706055,13.31,19.78,2064.74,99.53,72.66,26.14,57.677,114.49,115.15,93.24
2018-09-04,6792.830078125,232.33099365234375,57.36000061035156,14.11,19.26,2095.03,99.99,72.15,28.35,58.1,116.34,114.32,94.91
2018-09-05,6529.169921875,230.21499633789062,57.2400016784668,16.82,20.1,2058.17,97.11,70.632,29.29,57.7258,110.34,113.99,92.3
2018-09-06,6467.06982421875,217.2030029296875,57.06999969482422,16.46,20.55,2020.04,100.36,69.5,27.9,57.065,113.54,112.95,91.0
2018-09-07,6225.97998046875,197.9510040283203,56.95000076293945,16.18,20.6,2012.3,98.08,69.496,28.22,57.377,108.6,116.01,90.35
2018-09-10,6321.2001953125,185.0659942626953,57.060001373291016,16.0,20.7,2008.99,98.7,69.5221,30.48,56.5048,109.8,114.96,92.1
2018-09-11,6351.7998046875,183.33099365234375,57.2599983215332,16.84,20.4,2082.06,98.87,69.8,30.9,56.2757,114.76,111.2,93.61
2018-09-12,6517.31005859375,211.35400390625,57.279998779296875,16.67,20.7,2060.0,98.49,69.55,32.67,56.4001,116.48,113.88,96.8
2018-09-13,6512.7099609375,211.74899291992188,57.52000045776367,17.28,20.5,2062.41,99.63,70.667,30.77,57.3636,116.79,112.93,92.3
2018-09-14,6543.2001953125,223.07400512695312,57.58000183105469,17.23,20.6,2054.95,98.41,70.1849,33.78,56.54,117.94,110.58,94.32
2018-09-17,6371.2998046875,209.97500610351562,57.18000030517578,17.38,20.08,1972.51,97.54,71.6421,33.96,56.64,113.14,114.72,89.23
2018-09-18,6398.5400390625,209.968994140625,57.54999923706055,17.3,20.0,1997.66,97.16,69.379,33.14,56.76,113.4,110.45,92.24
2018-09-19,6519.669921875,224.59100341796875,57.52000045776367,16.8,20.74,1948.89,95.95,70.852,31.6,56.048,115.6,110.31,93.31
2018-09-20,6734.9501953125,246.58399963378906,57.95000076293945,16.95,21.33,2025.1,97.33,67.3,31.83,55.0374,117.13,116.21,92.9
2018-09-21,6721.97998046875,240.47999572753906,57.900001525878906,16.79,21.89,1917.85,96.8,66.775,31.73,56.413,117.5,113.3,93.23
2018-09-24,6446.47021484375,218.5050048828125,57.7400016784668,15.54,20.8,1949.38,96.92,69.117,33.17,56.725,116.87,117.26,89.93
2018-09-25,6495.0,215.8470001220703,57.68000030517578,16.78,20.5,2012.82,98.5,68.0788,34.06,56.7564,117.55,117.31,90.93
2018-09-26,6676.75,228.49400329589844,57.400001525878906,15.87,20.23,2010.18,98.54,68.07,33.8,56.817,115.79,117.82,93.33
2018-09-27,6644.1298828125,222.40199279785156,57.599998474121094,15.81,21.06,2083.05,95.53,69.29,33.7,58.3097,114.75,120.23,90.3
2018-09-28,6601.9599609375,231.63499450683594,57.290000915527344,15.93,20.6,2085.0,94.12,70.268,31.67,58.654,115.27,120.18,89.02
2018-10-01,6556.10009765625,227.18099975585938,57.380001068115234,15.36,20.75,2040.48,95.4,73.79,31.64,59.283,118.08,118.09,88.44
2018-10-02,6502.58984375,220.48899841308594,57.31999969482422,15.44,19.97,2034.64,97.37,75.2,29.33,60.07,118.27,119.24,87.24
2018-10-03,6576.68994140625,222.21800231933594,57.36000061035156,15.53,20.36,1986.53,96.13,73.7843,28.97,59.5594,117.59,117.93,89.08
2018-10-04,6622.47998046875,227.6009979248047,56.869998931884766,14.99,20.92,1944.88,96.05,70.0177,28.0,59.5498,115.38,116.54,86.01
2018-10-05,6588.31005859375,225.1199951171875,56.5,15.0,20.4,1893.76,94.68,67.578,28.13,58.3536,113.92,118.37,84.89
2018-10-09,6585.52978515625,225.7689971923828,56.38999938964844,15.4,20.18,1945.07,98.45,67.309,28.43,58.3071,112.47,121.35,80.42
2018-10-10,6256.240234375,189.49899291992188,54.59000015258789,15.29,19.63,1767.25,98.41,64.1231,26.0,55.3,106.92,115.9,76.91
2018-10-11,6274.580078125,196.7270050048828,53.439998626708984,15.03,19.1,1771.25,96.57,60.7581,25.9,55.4264,106.01,112.36,76.5
2018-10-12,6285.990234375,199.84100341796875,54.220001220703125,15.4,19.76,1846.23,95.98,64.05,26.72,57.2029,114.92,114.59,79.34
2018-10-15,6596.10986328125,210.1199951171875,53.970001220703125,14.92,19.78,1811.58,97.57,60.462,26.46,55.87,108.5,117.53,78.88
2018-10-16,6544.43017578125,207.08299255371094,55.09000015258789,15.34,20.15,1881.92,99.74,63.5692,28.54,55.7303,115.0,116.2,82.52
2018-10-17,6476.7099609375,203.3520050048828,55.029998779296875,15.94,20.62,1911.95,100.03,61.771,28.5,57.2781,112.52,119.14,82.44
2018-10-18,6465.41015625,203.7270050048828,54.15999984741211,15.58,20.17,1774.85,97.35,61.1254,27.64,54.943,112.7,116.87,78.07
2018-10-19,6489.18994140625,205.42999267578125,54.119998931884766,14.81,20.11,1849.96,98.36,58.5775,24.1,55.4975,112.73,121.1,87.2
2018-10-22,6475.740234375,204.33599853515625,54.040000915527344,15.36,20.7,1876.5,100.2,58.416,25.72,55.7632,111.1,122.15,87.09
2018-10-23,6495.83984375,203.8520050048828,53.54999923706055,15.98,20.6,1770.2,100.1,56.506,26.19,57.0211,109.5,118.69,89.84
2018-10-24,6476.2900390625,202.718994140625,51.88999938964844,15.38,17.95,1687.3,100.91,50.9889,23.24,53.9412,102.45,111.96,83.34
2018-10-25,6474.75,203.32899475097656,52.77000045776367,15.14,19.31,1836.11,101.97,53.39,19.62,56.86,109.1,117.69,88.17
2018-10-26,6480.3798828125,204.2100067138672,51.810001373291016,13.97,18.44,1688.5,103.28,49.9832,17.65,56.259,108.79,113.93,86.42
2018-10-29,6332.6298828125,197.2469940185547,51.47999954223633,14.74,19.47,1580.59,100.9,47.08,17.33,54.24,108.14,115.91,84.66
2018-10-30,6334.27001953125,197.55599975585938,52.369998931884766,14.88,19.75,1546.27,105.21,51.77,17.8,54.218,104.23,119.21,81.7
2018-10-31,6317.60986328125,197.38099670410156,52.95000076293945,15.2,19.67,1631.79,105.1,54.3826,18.45,55.478,110.09,117.0,86.32
2018-11-01,6377.77978515625,198.8719940185547,53.599998474121094,15.86,20.17,1698.25,102.44,55.4767,20.39,57.686,110.24,116.4,85.91
2018-11-02,6388.43994140625,200.63499450683594,53.29999923706055,16.32,20.0,1681.02,101.98,54.55,20.55,52.83,107.75,119.05,86.99
2018-11-05,6419.66015625,209.09100341796875,53.56999969482422,15.7,19.95,1706.9,106.49,53.6612,20.2,52.8512,111.7,118.84,86.38
2018-11-06,6461.009765625,218.45199584960938,53.779998779296875,15.55,18.51,1723.36,105.44,55.211,21.17,52.7998,111.22,118.76,86.81
2018-11-07,6530.14013671875,217.18299865722656,55.0099983215332,15.6,19.02,1758.04,107.46,54.7255,22.45,54.6043,114.95,117.99,92.47
2018-11-08,6453.72021484375,212.2310028076172,54.83000183105469,15.2,18.26,1803.23,109.09,53.4787,21.7,53.7459,112.98,117.0,91.85
2018-11-09,6385.6201171875,210.07400512695312,54.400001525878906,14.64,15.93,1783.8,109.09,53.4764,21.54,52.5759,109.67,120.0,90.85
2018-11-12,6371.27001953125,210.41799926757812,53.2400016784668,13.97,15.6,1647.24,108.35,48.739,19.91,48.8449,108.49,118.4,85.54
2018-11-13,6359.490234375,206.8260040283203,53.22999954223633,14.34,16.28,1673.76,107.22,50.772,20.33,48.3815,110.93,120.92,87.73
2018-11-14,5738.35009765625,181.39700317382812,52.83000183105469,13.52,16.31,1612.67,104.36,50.2958,21.3,47.5,106.72,121.03,84.56
2018-11-15,5648.02978515625,180.80599975585938,53.29999923706055,13.59,15.32,1634.22,103.9,50.9547,21.63,49.0043,108.52,121.99,88.77
2018-11-16,5575.5498046875,175.177001953125,53.5099983215332,13.07,14.09,1623.28,98.78,42.0392,21.09,50.2993,112.36,117.11,87.16
2018-11-19,4871.490234375,149.1750030517578,52.56999969482422,13.56,13.8,1565.49,98.05,37.43,19.74,48.277,105.49,120.3,80.25
2018-11-20,4451.8701171875,130.33900451660156,51.650001525878906,12.34,13.48,1512.0,98.15,38.27,19.98,45.204,103.89,115.46,78.3
2018-11-21,4602.169921875,136.7010040283203,51.939998626708984,14.08,14.24,1533.15,98.87,37.7079,18.75,45.168,104.28,117.51,81.78
2018-11-23,4347.10986328125,123.2959976196289,51.83000183105469,14.0,14.22,1544.58,97.1,37.52,20.07,43.4472,104.45,117.47,80.73
2018-11-26,3779.1298828125,108.33499908447266,52.439998626708984,15.06,14.18,1617.44,96.7,38.4365,20.93,43.912,110.57,114.33,83.2
2018-11-27,3820.719970703125,110.01000213623047,52.470001220703125,15.31,13.48,1626.62,98.0,38.4731,21.92,44.05,110.14,116.2,83.19
2018-11-28,4257.419921875,122.43800354003906,53.689998626708984,15.18,13.87,1749.61,101.24,40.6583,22.19,46.507,116.41,121.0,87.75
2018-11-29,4278.8466796875,117.54264831542969,53.61000061035156,15.26,14.34,1690.6,101.31,39.96,21.77,46.3214,111.82,121.73,86.56
2018-11-30,4017.2685546875,113.17141723632812,54.040000915527344,14.22,13.84,1738.17,98.94,41.9972,21.7,45.993,112.86,118.45,88.72
2018-12-03,3894.130859375,108.92501831054688,54.58000183105469,14.26,14.74,1858.47,99.21,42.7,24.74,47.975,114.42,119.09,90.14
2018-12-04,3956.893798828125,110.21418762207031,52.84000015258789,13.7,14.32,1692.0,97.68,40.476,21.73,45.8744,112.93,114.96,87.49
2018-12-06,3521.101806640625,91.76105499267578,52.72999954223633,13.7,15.21,1750.9,98.5,41.4086,22.3,45.62,112.26,118.05,89.85
2018-12-07,3419.937255859375,93.29456329345703,51.599998474121094,13.9,14.35,1682.74,96.28,37.6246,20.35,43.5842,107.87,112.89,83.3
2018-12-10,3502.656005859375,91.68565368652344,51.599998474121094,13.39,14.5,1665.64,98.05,38.279,20.28,43.3,112.2,111.93,86.49
2018-12-11,3424.588134765625,88.94530487060547,51.58000183105469,13.49,15.58,1656.74,96.34,37.6496,20.59,43.8304,112.81,112.51,85.77
2018-12-12,3486.9501953125,90.59329986572266,51.880001068115234,13.84,15.45,1692.69,96.66,38.122,21.17,44.083,109.81,116.95,86.7
2018-12-13,3313.67724609375,86.53931427001953,51.72999954223633,13.36,15.15,1668.46,97.07,38.9228,20.44,43.2884,112.51,117.91,89.75
2018-12-14,3242.48486328125,84.30829620361328,50.810001373291016,12.95,14.95,1632.2,96.06,36.7485,20.3,42.38,109.99,113.5,87.47
2018-12-17,3545.86474609375,95.13382720947266,49.70000076293945,12.69,14.13,1524.1,93.39,36.228,19.75,41.047,104.09,111.47,86.2
2018-12-18,3696.05908203125,101.11245727539062,49.70000076293945,12.86,14.23,1570.96,95.33,36.825,20.3,42.2587,108.15,110.82,89.29
2018-12-19,3745.95068359375,101.2685775756836,48.97999954223633,12.69,14.01,1507.56,94.58,35.0968,18.58,41.6257,106.04,113.7,87.46
2018-12-20,4134.44140625,116.21687316894531,48.11000061035156,12.67,13.33,1495.02,87.76,33.872,18.44,39.475,104.74,111.0,83.06
2018-12-21,3896.543701171875,109.49623107910156,47.04999923706055,12.4,12.7,1422.99,87.59,32.4401,17.15,37.7043,100.99,107.46,79.48
2018-12-24,4078.59912109375,140.23800659179688,46.06999969482422,12.01,12.76,1404.82,86.03,33.11,16.94,37.7195,95.56,101.31,78.26
2018-12-27,3654.83349609375,116.57591247558594,48.060001373291016,12.44,12.6,1495.94,91.88,32.9766,17.82,40.9795,102.16,108.4,88.4
2018-12-28,3923.918701171875,137.6470184326172,48.290000915527344,12.28,13.04,1484.56,94.72,34.1866,17.92,40.0205,101.51,111.7,86.69
2018-12-31,3742.700439453125,133.36825561523438,48.38999938964844,12.74,12.47,1564.76,93.75,33.891,19.09,40.173,102.88,113.97,85.55
2019-01-02,3943.409423828125,155.0476837158203,48.650001525878906,13.23,13.39,1611.38,97.97,34.678,19.73,39.86,102.91,109.84,89.78
2019-01-03,3836.7412109375,149.135009765625,47.540000915527344,13.34,13.25,1574.22,95.78,32.4831,17.33,37.306,102.0,108.32,84.29
2019-01-04,3857.717529296875,154.58193969726562,49.130001068115234,15.65,14.08,1584.01,95.26,35.1963,20.0,38.311,102.88,109.67,88.35
2019-01-07,4025.248291015625,151.69921875,49.58000183105469,15.85,14.41,1682.53,96.16,36.72,21.24,38.6068,103.09,113.25,90.84
2019-01-08,4030.847900390625,150.35963439941406,50.11000061035156,16.49,15.06,1722.76,95.2,35.4769,21.66,39.4295,103.5,111.66,91.5
2019-01-09,4035.29638671875,150.80311584472656,50.290000915527344,16.17,14.21,1667.26,96.0,36.574,20.34,39.1402,106.72,117.19,91.5
2019-01-10,3678.924560546875,128.62518310546875,50.59000015258789,16.15,13.98,1738.68,96.79,37.8793,20.32,38.56,104.4,116.5,93.7
2019-01-11,3687.365478515625,127.54832458496094,50.56999969482422,16.19,14.7,1646.3,94.94,38.5841,20.8,39.9355,106.6,115.74,95.15
2019-01-14,3706.05224609375,129.0687255859375,50.279998779296875,15.86,14.19,1692.6,97.77,38.73,20.94,37.6,104.37,114.67,93.72
2019-01-15,3630.67529296875,122.03271484375,50.7400016784668,15.75,14.76,1714.1,99.65,38.9565,20.73,39.6643,107.97,114.99,94.1
2019-01-16,3655.0068359375,123.54706573486328,50.93000030517578,16.18,14.7,1723.85,98.56,38.15,20.32,40.21,109.28,113.48,91.77
2019-01-17,3678.56396484375,123.7419204711914,51.29999923706055,16.41,14.48,1742.42,101.4,38.24,20.94,39.699,111.34,112.15,92.1
2019-01-18,3657.83935546875,121.01026153564453,51.970001220703125,16.54,14.72,1699.0,101.7,39.3922,21.81,41.087,110.42,115.65,92.43
2019-01-22,3604.5771484375,118.74755096435547,51.119998931884766,15.78,13.58,1654.06,100.82,38.2224,20.17,39.662,110.92,115.7,94.04
2019-01-23,3585.123046875,117.45260620117188,51.29999923706055,15.7,14.22,1693.42,101.68,37.6735,20.6,39.13,111.0,114.89,91.4
2019-01-24,3600.865478515625,117.36288452148438,51.459999084472656,15.9,14.49,1709.44,101.82,39.93,20.86,39.96,110.8,112.38,93.5
2019-01-25,3599.765869140625,116.37834167480469,51.84000015258789,16.3,14.54,1691.43,101.59,40.9037,22.48,41.08,112.08,111.32,97.06
2019-01-28,3470.450439453125,106.58997344970703,51.4900016784668,16.1,14.61,1646.77,97.17,35.3303,20.87,40.533,108.48,111.27,92.3
2019-01-29,3448.116943359375,105.59821319580078,51.459999084472656,11.29,14.61,1611.54,98.79,34.1,20.0,39.31,104.92,112.8,94.94
2019-01-30,3486.181640625,108.90753936767578,52.150001525878906,11.5,14.18,1708.1,98.9,35.1629,24.14,43.0803,107.28,112.14,95.09
2019-01-31,3457.792724609375,107.0610122680664,52.66999816894531,11.36,15.38,1720.21,99.0,36.2425,25.15,41.96,108.39,116.66,91.87
2019-02-01,3487.9453125,107.60978698730469,52.66999816894531,11.33,14.27,1689.67,96.81,36.4808,25.28,43.69,105.67,112.8,94.01
2019-02-04,3459.154052734375,107.82160186767578,53.0099983215332,11.41,14.36,1697.81,97.31,38.608,24.86,43.2092,106.49,114.7,94.72
2019-02-05,3466.357421875,107.44351959228516,53.2599983215332,12.38,14.66,1704.4,97.6,39.2178,23.47,44.757,108.6,113.67,95.6
2019-02-06,3413.767822265625,104.9192886352539,53.189998626708984,11.59,14.4,1718.0,96.85,39.82,23.74,43.87,107.61,115.82,93.4
2019-02-07,3399.4716796875,104.5353012084961,52.66999816894531,11.73,13.44,1681.45,100.13,38.176,22.91,42.885,109.98,111.69,92.18
2019-02-08,3666.7802734375,119.26774597167969,52.75,11.4,13.81,1612.34,97.73,38.4935,23.52,42.7722,107.19,112.6,95.04
2019-02-11,3648.4306640625,121.29839324951172,52.849998474121094,11.8,13.23,1605.0,97.3,37.5715,23.3,42.6259,109.43,114.89,94.12
2019-02-12,3653.528564453125,122.5722885131836,53.540000915527344,11.99,13.51,1653.25,100.48,37.9004,23.47,44.8447,107.54,110.8,94.99
2019-02-13,3632.070556640625,122.55360412597656,53.720001220703125,11.59,13.73,1690.0,99.6,38.61,23.13,42.831,107.55,112.2,95.64
2019-02-14,3616.880859375,121.39020538330078,53.65999984741211,11.76,14.17,1684.26,102.65,39.5544,23.73,43.4,107.5,111.02,99.11
2019-02-15,3620.810791015625,122.10038757324219,54.18000030517578,11.49,13.9,1613.64,104.68,40.213,24.45,42.884,112.62,112.88,96.12
2019-02-19,3947.094482421875,145.34619140625,54.290000915527344,11.4,13.4,1694.07,104.5,41.08,24.23,43.11,113.31,118.14,97.74
2019-02-20,3999.820556640625,149.55433654785156,54.36000061035156,11.2,14.3,1655.4,104.68,40.3383,24.71,44.0126,110.96,113.84,97.94
2019-02-21,3954.1181640625,146.13084411621094,54.189998626708984,11.44,14.3,1640.54,102.07,39.2646,24.39,43.063,109.47,116.71,99.14
2019-02-22,4005.526611328125,149.0924530029297,54.54999923706055,11.41,14.0,1672.87,100.6,40.7148,24.38,45.0848,112.75,118.9,99.55
2019-02-25,3882.6962890625,139.82286071777344,54.630001068115234,11.71,13.87,1663.0,101.57,41.1283,25.51,45.3331,115.09,118.1,100.0
2019-02-26,3854.35791015625,138.0896759033203,54.54999923706055,11.77,13.8,1662.5,101.07,39.672,25.35,43.8759,113.7,118.0,98.44
2019-02-27,3851.04736328125,136.12596130371094,54.54999923706055,12.06,14.44,1679.7,101.72,40.6101,24.09,44.1661,113.86,116.76,102.44
2019-02-28,3854.785400390625,136.74624633789062,54.439998626708984,11.8,14.06,1646.87,99.25,39.741,23.66,43.5643,115.01,113.86,102.62
2019-03-01,3859.583740234375,136.44361877441406,54.79999923706055,12.18,16.0,1703.7,99.91,39.9215,24.26,44.0284,115.19,116.0,103.3
2019-03-04,3761.55712890625,127.77412414550781,54.540000915527344,11.96,16.2,1713.08,99.66,39.687,24.04,45.4185,112.9,115.81,96.99
2019-03-05,3896.375,137.8223876953125,54.45000076293945,11.8,16.02,1740.31,101.01,39.52,24.2,44.3945,113.1,116.0,98.06
2019-03-06,3903.942626953125,138.7893524169922,54.04999923706055,11.74,15.38,1748.0,98.94,38.4222,23.06,45.29,115.02,120.5,98.03
2019-03-07,3911.484375,138.0345001220703,53.47999954223633,11.81,15.2,1662.47,101.49,39.046,23.18,43.191,112.75,119.51,100.85
2019-03-08,3901.131591796875,135.1270751953125,53.470001220703125,11.4,14.77,1654.4,98.74,38.29,22.33,44.4605,114.7,115.83,98.04
2019-03-11,3905.227294921875,133.8340301513672,54.2400016784668,11.5,15.07,1727.07,100.03,40.41,23.75,45.466,113.68,117.25,98.03
2019-03-12,3909.15625,134.44288635253906,54.38999938964844,11.49,14.54,1690.9,98.62,41.29,23.65,47.4415,117.64,117.7,100.5
2019-03-13,3906.71728515625,133.26307678222656,54.79999923706055,11.96,15.08,1700.43,102.86,42.832,24.39,46.0791,115.5,114.74,101.07
2019-03-14,3924.369140625,133.7115936279297,54.72999954223633,11.49,14.7,1699.95,102.04,43.3,23.17,47.472,119.53,117.98,103.05
2019-03-15,3960.9111328125,137.69178771972656,54.959999084472656,11.15,14.8,1743.99,100.24,43.2947,24.05,47.39,118.63,120.01,102.38
2019-03-18,4032.50732421875,139.37460327148438,55.220001220703125,11.61,15.0,1752.21,102.33,43.1525,24.39,47.47,122.82,118.69,101.96
2019-03-19,4071.190185546875,140.51919555664062,55.11000061035156,11.5,15.4,1766.5,103.98,44.6409,27.0,48.6751,122.33,114.0,103.52
2019-03-20,4087.476318359375,140.6863555908203,54.9900016784668,10.8,15.64,1878.54,102.29,44.4,26.4,47.67,119.39,112.27,102.93
2019-03-21,4029.326904296875,136.6360626220703,55.599998474121094,10.66,16.11,1827.3,101.11,46.704,28.99,51.1549,125.9,108.9,106.05
2019-03-22,4023.96826171875,137.1814422607422,54.459999084472656,10.56,15.32,1842.23,98.49,44.392,27.48,47.8629,122.14,112.34,105.11
2019-03-25,3963.070556640625,135.03102111816406,54.099998474121094,10.39,15.5,1803.04,101.89,44.409,27.02,47.883,119.07,110.87,106.13
2019-03-26,3985.080810546875,135.46035766601562,54.43000030517578,10.69,15.48,1838.24,102.88,44.9578,25.74,48.1424,121.88,111.71,103.68
2019-03-27,4087.066162109375,140.9881591796875,54.279998779296875,10.64,14.86,1844.7,101.5,44.418,25.0,48.355,122.47,115.34,107.13
2019-03-28,4069.107177734375,139.41647338867188,54.529998779296875,10.62,15.35,1848.51,101.19,45.7071,25.23,47.78,119.6,115.78,104.13
2019-03-29,4098.37451171875,142.49742126464844,54.81999969482422,10.49,15.3,1806.89,97.58,46.65,26.52,48.9813,123.66,113.89,104.16
2019-04-01,4879.8779296875,163.9617462158203,55.5,10.68,15.5,1891.43,102.16,45.87,27.36,49.77,119.79,113.21,106.47
2019-04-02,4973.02197265625,161.45880126953125,55.5099983215332,10.6,14.79,1834.81,99.69,47.7,27.15,50.47,121.65,115.23,110.14
2019-04-03,4922.798828125,158.0525360107422,55.619998931884766,9.94,15.07,1836.2,101.4,48.372,29.93,49.4383,121.84,115.96,106.91
2019-04-04,5036.68115234375,165.5148468017578,55.75,10.2,15.56,1839.47,101.75,47.657,29.39,50.5522,124.74,118.33,106.9
2019-04-05,5059.8173828125,165.94720458984375,55.970001220703125,10.19,15.07,1840.76,102.12,48.1465,29.31,49.36,121.24,119.0,109.06
2019-04-08,5204.95849609375,176.1145782470703,56.040000915527344,10.06,16.86,1913.0,103.06,48.6337,29.56,50.891,122.45,120.3,109.43
2019-04-09,5324.5517578125,177.3374786376953,55.630001068115234,10.01,16.41,1917.78,98.71,48.248,28.1,51.951,123.82,117.46,108.92
2019-04-10,5064.48779296875,165.4970245361328,55.91999816894531,10.41,16.18,1889.63,101.9,49.813,28.36,51.896,120.88,117.54,110.78
2019-04-11,5089.5390625,164.736328125,55.9900016784668,10.22,16.69,1933.78,101.5,48.868,28.03,50.949,124.75,116.7,110.78
2019-04-12,5096.58642578125,164.5133514404297,56.290000915527344,9.56,16.51,1934.32,101.98,47.5112,29.13,51.8728,126.61,132.85,110.37
2019-04-15,5235.5595703125,167.62344360351562,56.25,9.36,17.3,1859.59,103.97,46.235,28.0,50.4881,126.52,136.18,111.92
2019-04-16,5251.93798828125,166.9507598876953,56.290000915527344,9.34,17.33,1926.73,105.28,47.4659,28.53,50.9078,126.05,132.9,112.5
2019-04-17,5298.3857421875,173.81402587890625,56.119998931884766,8.99,16.77,1954.09,104.65,48.7564,28.13,51.829,125.7,132.16,113.5
2019-04-18,5303.8125,173.70843505859375,56.150001525878906,9.19,16.54,1894.42,106.52,47.439,28.58,52.203,127.33,137.56,109.77
2019-04-22,5572.3623046875,171.4477996826172,56.18000030517578,8.97,15.86,1979.92,105.87,48.3421,29.04,51.8827,129.04,135.95,108.71
2019-04-23,5464.86669921875,165.8260955810547,56.75,9.23,15.43,1936.53,104.78,49.6443,28.32,51.99,126.96,139.24,107.3
2019-04-24,5210.515625,154.4593963623047,56.709999084472656,9.35,15.47,1912.91,107.87,48.1264,28.76,51.96,127.35,137.4,109.14
2019-04-25,5279.34814453125,156.3470916748047,56.61000061035156,9.33,15.9,1912.19,103.6,47.2093,28.23,51.61,133.0,141.65,114.22
2019-04-26,5268.291015625,158.4349365234375,56.86000061035156,9.02,15.9,1950.98,105.26,46.6295,28.86,53.53,130.12,141.65,113.33
2019-04-29,5350.7265625,162.16603088378906,57.029998779296875,8.84,15.6,1955.18,106.16,47.0304,27.82,53.1265,135.14,141.2,114.77
2019-04-30,5402.697265625,160.81834411621094,56.9900016784668,9.06,15.54,2022.22,103.57,46.5,28.82,50.6586,132.9,137.57,118.14
2019-05-01,5505.28369140625,162.12278747558594,56.619998931884766,8.71,14.94,1973.34,105.69,47.2561,27.54,53.04,128.57,138.04,113.38
2019-05-02,5768.28955078125,167.95240783691406,56.45000076293945,8.83,15.3,1932.81,104.09,47.7691,28.39,54.1999,131.77,134.8,111.1
2019-05-03,5831.16748046875,164.02658081054688,57.08000183105469,9.11,14.66,2031.1,104.1,47.4407,29.28,53.3668,134.0,138.1,113.44
2019-05-06,5829.50146484375,169.7986602783203,56.84000015258789,9.23,15.17,1982.15,104.22,46.7776,28.25,52.58,128.88,140.0,113.49
2019-05-07,5982.45751953125,170.9481658935547,55.880001068115234,8.82,15.08,1925.0,106.3,44.0564,27.11,52.447,127.46,133.97,110.84
2019-05-08,6174.52880859375,170.289306640625,55.79999923706055,8.77,15.17,1978.9,101.0,44.74,27.46,52.778,130.45,138.4,109.61
2019-05-09,6378.84912109375,173.1427459716797,55.66999816894531,8.72,14.23,1919.07,103.71,42.6601,28.29,52.58,131.2,136.12,114.27
2019-05-10,7204.771484375,194.30433654785156,55.72999954223633,8.77,14.44,1964.68,102.96,42.739,29.3,50.746,131.84,139.27,114.96
2019-05-13,7994.416015625,217.14857482910156,54.4900016784668,8.64,13.85,1889.96,102.65,40.9311,27.53,46.85,125.27,133.21,109.17
2019-05-14,8205.16796875,247.15306091308594,55.0099983215332,8.69,14.0,1852.43,104.82,42.15,28.38,47.638,130.5,133.5,110.98
2019-05-15,7884.9091796875,264.010009765625,55.29999923706055,9.1,13.98,1935.83,103.47,40.008,28.55,50.11,131.93,140.87,116.8
2019-05-16,7343.8955078125,243.76458740234375,55.72999954223633,9.03,13.5,1982.21,104.36,41.7731,29.38,47.91,134.53,136.7,119.31
2019-05-17,7271.2080078125,234.59523010253906,55.41999816894531,8.77,13.25,1875.0,102.79,39.9274,27.8,47.72,129.64,135.45,115.1
2019-05-21,7680.06640625,244.69891357421875,55.52000045776367,8.3,13.43,1878.45,105.31,39.83,27.74,48.01,127.2,137.67,115.34
2019-05-22,7881.8466796875,245.96566772460938,55.33000183105469,8.2,13.63,1914.05,105.95,39.29,28.26,46.223,128.9,136.03,112.5
2019-05-23,7987.37158203125,249.4849853515625,54.56999969482422,7.8,13.2,1845.21,102.87,37.8,26.64,46.689,131.09,133.21,115.3
2019-05-24,8052.5439453125,251.75987243652344,54.75,7.84,12.9,1904.61,106.54,37.0311,26.95,46.6426,127.47,133.37,114.3
2019-05-28,8659.4873046875,269.4556884765625,54.2599983215332,7.84,12.5,1904.9,103.95,36.0971,29.06,45.3004,132.01,136.57,114.77
2019-05-29,8319.47265625,255.85894775390625,53.849998474121094,7.73,12.22,1833.63,103.43,36.113,28.64,45.154,127.17,133.22,110.59
